1.00000000000000e+000,-6.19240286293788e-006,-3.65225368475328e-002
1.00069338746258e+000,-6.19481460425672e-006,-3.65478611099671e-002
1.00138725571133e+000,-6.19722969179493e-006,-3.65732029319133e-002
1.00208160507963e+000,-6.19964812940982e-006,-3.65985623255471e-002
1.00277643590108e+000,-6.20206991710139e-006,-3.66239393030528e-002
1.00347174850950e+000,-6.20449507222756e-006,-3.66493338766220e-002
1.00416754323897e+000,-6.20692358900236e-006,-3.66747460584563e-002
1.00486382042379e+000,-6.20935547996205e-006,-3.67001758607647e-002
1.00556058039847e+000,-6.21179073449903e-006,-3.67256232957651e-002
1.00625782349778e+000,-6.21422937286420e-006,-3.67510883756834e-002
1.00695555005672e+000,-6.21667139505755e-006,-3.67765711127551e-002
1.00765376041051e+000,-6.21911680879372e-006,-3.68020715192232e-002
1.00835245489460e+000,-6.22156560539375e-006,-3.68275896073382e-002
1.00905163384468e+000,-6.22401780510854e-006,-3.68531253893619e-002
1.00975129759669e+000,-6.22647340311646e-006,-3.68786788775621e-002
1.01045144648677e+000,-6.22893240423913e-006,-3.69042500842163e-002
1.01115208085131e+000,-6.23139482679881e-006,-3.69298390216101e-002
1.01185320102693e+000,-6.23386066500952e-006,-3.69554457020384e-002
1.01255480735050e+000,-6.23632991983560e-006,-3.69810701378025e-002
1.01325690015909e+000,-6.23880259802735e-006,-3.70067123412155e-002
1.01395947979003e+000,-6.24127871115670e-006,-3.70323723245960e-002
1.01466254658088e+000,-6.24375825247337e-006,-3.70580501002731e-002
1.01536610086943e+000,-6.24624124319258e-006,-3.70837456805827e-002
1.01607014299370e+000,-6.24872767367104e-006,-3.71094590778717e-002
1.01677467329196e+000,-6.25121754680175e-006,-3.71351903044926e-002
1.01747969210269e+000,-6.25371087897828e-006,-3.71609393728089e-002
1.01818519976462e+000,-6.25620766923632e-006,-3.71867062951915e-002
1.01889119661673e+000,-6.25870792721914e-006,-3.72124910840208e-002
1.01959768299819e+000,-6.26121165292676e-006,-3.72382937516844e-002
1.02030465924846e+000,-6.26371884635916e-006,-3.72641143105791e-002
1.02101212570720e+000,-6.26622952969591e-006,-3.72899527731116e-002
1.02172008271430e+000,-6.26874368461476e-006,-3.73158091516948e-002
1.02242853060993e+000,-6.27126133522394e-006,-3.73416834587517e-002
1.02313746973444e+000,-6.27378247091583e-006,-3.73675757067140e-002
1.02384690042845e+000,-6.27630709844072e-006,-3.73934859080214e-002
1.02455682303281e+000,-6.27883524576415e-006,-3.74194140751227e-002
1.02526723788860e+000,-6.28136689359955e-006,-3.74453602204742e-002
1.02597814533714e+000,-6.28390204773289e-006,-3.74713243565436e-002
1.02668954572000e+000,-6.28644072745075e-006,-3.74973064958043e-002
1.02740143937897e+000,-6.28898291828819e-006,-3.75233066507388e-002
1.02811382665607e+000,-6.29152863953179e-006,-3.75493248338399e-002
1.02882670789358e+000,-6.29407790082483e-006,-3.75753610576086e-002
1.02954008343400e+000,-6.29663068866672e-006,-3.76014153345519e-002
1.03025395362008e+000,-6.29918702234402e-006,-3.76274876771901e-002
1.03096831879479e+000,-6.30174689607078e-006,-3.76535780980475e-002
1.03168317930136e+000,-6.30431032720489e-006,-3.76796866096611e-002
1.03239853548325e+000,-6.30687731381772e-006,-3.77058132245738e-002
1.03311438768414e+000,-6.30944786169522e-006,-3.77319579553383e-002
1.03383073624797e+000,-6.31202197662338e-006,-3.77581208145160e-002
1.03454758151891e+000,-6.31459966245950e-006,-3.77843018146763e-002
1.03526492384138e+000,-6.31718092402523e-006,-3.78105009683992e-002
1.03598276356002e+000,-6.31976576421357e-006,-3.78367182882710e-002
1.03670110101973e+000,-6.32235419170346e-006,-3.78629537868884e-002
1.03741993656562e+000,-6.32494620842356e-006,-3.78892074768557e-002
1.03813927054306e+000,-6.32754182112418e-006,-3.79154793707872e-002
1.03885910329767e+000,-6.33014103655562e-006,-3.79417694813051e-002
1.03957943517528e+000,-6.33274385857519e-006,-3.79680778210399e-002
1.04030026652199e+000,-6.33535028428991e-006,-3.79944044026325e-002
1.04102159768412e+000,-6.33796032816470e-006,-3.80207492387301e-002
1.04174342900823e+000,-6.34057400080719e-006,-3.80471123419919e-002
1.04246576084113e+000,-6.34319128871678e-006,-3.80734937250827e-002
1.04318859352986e+000,-6.34581221696600e-006,-3.80998934006782e-002
1.04391192742173e+000,-6.34843677976889e-006,-3.81263113814622e-002
1.04463576286424e+000,-6.35106498098276e-006,-3.81527476801264e-002
1.04536010020517e+000,-6.35369681964329e-006,-3.81792023093730e-002
1.04608493979254e+000,-6.35633232660899e-006,-3.82056752819122e-002
1.04681028197458e+000,-6.35897147584300e-006,-3.82321666104623e-002
1.04753612709981e+000,-6.36161429434650e-006,-3.82586763077516e-002
1.04826247551694e+000,-6.36426077054757e-006,-3.82852043865162e-002
1.04898932757495e+000,-6.36691092759009e-006,-3.83117508595025e-002
1.04971668362308e+000,-6.36956475968808e-006,-3.83383157394643e-002
1.05044454401076e+000,-6.37222227166319e-006,-3.83648990391648e-002
1.05117290908771e+000,-6.37488346640842e-006,-3.83915007713755e-002
1.05190177920388e+000,-6.37754835646003e-006,-3.84181209488771e-002
1.05263115470945e+000,-6.38021693988936e-006,-3.84447595844600e-002
1.05336103595484e+000,-6.38288923116135e-006,-3.84714166909232e-002
1.05409142329075e+000,-6.38556522641868e-006,-3.84980922810730e-002
1.05482231706807e+000,-6.38824493434031e-006,-3.85247863677265e-002
1.05555371763798e+000,-6.39092835492625e-006,-3.85514989637083e-002
1.05628562535187e+000,-6.39361550457008e-006,-3.85782300818531e-002
1.05701804056139e+000,-6.39630637941448e-006,-3.86049797350039e-002
1.05775096361844e+000,-6.39900098813842e-006,-3.86317479360119e-002
1.05848439487514e+000,-6.40169933267055e-006,-3.86585346977382e-002
