Alpha,Theta,Device,Sensor0,Visible0,IR0,Sensor1,Visible1,IR1,Sensor2,Visible2,IR2,Sensor3,Visible3,IR3,Sensor4,Visible4,IR4,Sensor5,Visible5,IR5,Sensor6,Visible6,IR6,Sensor7,Visible7,IR7,Sensor8,Visible8,IR8,Sensor9,Visible9,IR9,Sensor10,Visible10,IR10,Sensor11,Visible11,IR11,TempSensor0,Temp0,TempSensor1,Temp1,TempSensor2,Temp2,TempSensor3,Temp3
15,-15,BH1730,ch0,498,381,ch1,493,370,ch2,476,337,ch3,10633,7633,ch4,12108,8093,ch5,1507,1355,ch6,30756,20466,ch7,31903,20614,ch8,32487,20619,ch9,1298,1584,ch10,1252,2166,ch11,1817,2876,t0, 0, t1, 0, t2, 0, t3, 0
15,-10,BH1730,ch0,519,397,ch1,517,387,ch2,484,342,ch3,8653,6421,ch4,9857,6705,ch5,1039,987,ch6,30985,20506,ch7,31943,20523,ch8,32648,20564,ch9,1392,1569,ch10,2264,2144,ch11,2705,3106,t0, 0, t1, 0, t2, 0, t3, 0
15,-5,BH1730,ch0,546,416,ch1,539,402,ch2,486,341,ch3,6689,5307,ch4,7550,5342,ch5,1030,970,ch6,31283,20401,ch7,32063,20546,ch8,32516,21261,ch9,1389,1458,ch10,3994,3270,ch11,4481,4123,t0, 0, t1, 0, t2, 0, t3, 0
15,0,BH1730,ch0,561,425,ch1,544,401,ch2,501,347,ch3,4802,4495,ch4,5314,4294,ch5,1131,1118,ch6,31414,20189,ch7,32149,20520,ch8,32957,21383,ch9,1263,1245,ch10,6028,4395,ch11,6228,5438,t0, 0, t1, 0, t2, 0, t3, 0
15,5,BH1730,ch0,507,378,ch1,533,390,ch2,514,358,ch3,3110,3195,ch4,3509,3078,ch5,1274,1407,ch6,31502,20220,ch7,32271,21132,ch8,32644,21602,ch9,1097,1061,ch10,8266,5514,ch11,8218,6417,t0, 0, t1, 0, t2, 0, t3, 0
15,10,BH1730,ch0,530,399,ch1,552,407,ch2,524,365,ch3,2037,2287,ch4,1973,2202,ch5,1257,1440,ch6,31148,20737,ch7,32076,21045,ch8,32173,21021,ch9,1036,1004,ch10,10745,6809,ch11,10285,7533,t0, 0, t1, 0, t2, 0, t3, 0
15,15,BH1730,ch0,551,416,ch1,558,416,ch2,530,370,ch3,1544,2361,ch4,1203,2250,ch5,1051,1450,ch6,30387,20370,ch7,31707,21062,ch8,31909,20250,ch9,1496,1345,ch10,13298,8238,ch11,12605,9014,t0, 0, t1, 0, t2, 0, t3, 0
15,20,BH1730,ch0,678,508,ch1,654,486,ch2,586,411,ch3,1209,1362,ch4,916,1224,ch5,901,1201,ch6,29679,20091,ch7,31076,20243,ch8,31471,20402,ch9,5293,2893,ch10,15636,9539,ch11,14917,10138,t0, 0, t1, 0, t2, 0, t3, 0
15,25,BH1730,ch0,699,523,ch1,652,486,ch2,545,385,ch3,757,775,ch4,645,787,ch5,705,766,ch6,28955,19508,ch7,30366,19627,ch8,30732,20077,ch9,15826,8627,ch10,17853,10813,ch11,17355,10874,t0, 0, t1, 0, t2, 0, t3, 0
15,30,BH1730,ch0,639,478,ch1,607,456,ch2,540,378,ch3,454,394,ch4,415,377,ch5,511,443,ch6,27861,19101,ch7,28920,19038,ch8,29323,19448,ch9,19222,10837,ch10,20112,12067,ch11,19675,11325,t0, 0, t1, 0, t2, 0, t3, 0
15,35,BH1730,ch0,627,470,ch1,630,466,ch2,577,396,ch3,321,253,ch4,315,260,ch5,406,323,ch6,26913,17920,ch7,27556,17781,ch8,27736,18571,ch9,21359,12104,ch10,22102,13302,ch11,21703,12336,t0, 0, t1, 0, t2, 0, t3, 0
15,40,BH1730,ch0,692,519,ch1,690,502,ch2,625,424,ch3,333,251,ch4,336,262,ch5,374,284,ch6,25954,17177,ch7,26045,16701,ch8,26038,17113,ch9,23462,14229,ch10,24081,14796,ch11,23622,13673,t0, 0, t1, 0, t2, 0, t3, 0
15,45,BH1730,ch0,763,573,ch1,762,559,ch2,691,465,ch3,371,274,ch4,384,292,ch5,421,310,ch6,24540,16032,ch7,24627,15478,ch8,24285,15576,ch9,25412,15613,ch10,25788,15960,ch11,25384,15194,t0, 0, t1, 0, t2, 0, t3, 0
15,50,BH1730,ch0,869,646,ch1,791,576,ch2,718,485,ch3,403,292,ch4,434,328,ch5,475,345,ch6,22796,15309,ch7,22939,14885,ch8,22351,14427,ch9,27297,17010,ch10,27603,17205,ch11,27304,16778,t0, 0, t1, 0, t2, 0, t3, 0
15,55,BH1730,ch0,1024,822,ch1,837,593,ch2,774,518,ch3,449,324,ch4,477,359,ch5,518,373,ch6,21070,14162,ch7,21178,13338,ch8,20069,12459,ch9,28580,18534,ch10,28681,17666,ch11,28791,17805,t0, 0, t1, 0, t2, 0, t3, 0
15,60,BH1730,ch0,1217,1046,ch1,945,684,ch2,920,628,ch3,494,354,ch4,514,386,ch5,550,395,ch6,19234,12717,ch7,19288,12330,ch8,17863,10798,ch9,29918,19653,ch10,29840,18760,ch11,30081,19022,t0, 0, t1, 0, t2, 0, t3, 0
15,65,BH1730,ch0,1428,1324,ch1,1281,1060,ch2,1324,1094,ch3,495,352,ch4,507,378,ch5,544,390,ch6,17023,11263,ch7,17276,11309,ch8,15032,9035,ch9,30877,20243,ch10,30641,19074,ch11,30936,19364,t0, 0, t1, 0, t2, 0, t3, 0
15,70,BH1730,ch0,1751,2233,ch1,1830,2773,ch2,1883,2327,ch3,523,373,ch4,524,387,ch5,529,377,ch6,14882,9945,ch7,15096,10039,ch8,11321,6886,ch9,31683,20569,ch10,31245,19622,ch11,31856,19805,t0, 0, t1, 0, t2, 0, t3, 0
15,75,BH1730,ch0,2165,2302,ch1,2346,3120,ch2,2575,3284,ch3,549,388,ch4,564,419,ch5,551,393,ch6,12648,8959,ch7,12683,8593,ch8,1845,1722,ch9,32141,20814,ch10,32087,19760,ch11,32479,20208,t0, 0, t1, 0, t2, 0, t3, 0
15,80,BH1730,ch0,2366,2242,ch1,3527,3193,ch2,3985,3749,ch3,565,400,ch4,578,425,ch5,597,427,ch6,10457,7711,ch7,10372,7313,ch8,1253,1217,ch9,32523,21039,ch10,32511,20450,ch11,32735,20881,t0, 0, t1, 0, t2, 0, t3, 0
15,85,BH1730,ch0,2324,2119,ch1,5114,4537,ch2,5385,4848,ch3,579,411,ch4,584,429,ch5,600,427,ch6,8333,6551,ch7,8039,6043,ch8,1142,1147,ch9,32695,21404,ch10,32589,20060,ch11,33127,21287,t0, 0, t1, 0, t2, 0, t3, 0
15,90,BH1730,ch0,2197,1834,ch1,7196,5458,ch2,7282,5669,ch3,603,428,ch4,594,435,ch5,591,417,ch6,6161,5468,ch7,5691,4857,ch8,1229,1321,ch9,32604,21362,ch10,32440,20391,ch11,32816,21132,t0, 0, t1, 0, t2, 0, t3, 0
15,95,BH1730,ch0,2092,1700,ch1,9444,6441,ch2,9286,6522,ch3,600,427,ch4,587,434,ch5,567,401,ch6,4209,4081,ch7,3834,3587,ch8,1409,1698,ch9,32412,21114,ch10,32193,20644,ch11,32721,20917,t0, 0, t1, 0, t2, 0, t3, 0
15,100,BH1730,ch0,2194,1793,ch1,11778,7561,ch2,11339,7597,ch3,598,423,ch4,578,431,ch5,561,402,ch6,2500,2472,ch7,2264,2723,ch8,1394,1783,ch9,32275,21063,ch10,31945,20327,ch11,32487,20839,t0, 0, t1, 0, t2, 0, t3, 0
15,105,BH1730,ch0,4080,2692,ch1,14278,8869,ch2,13413,8871,ch3,595,422,ch4,556,415,ch5,534,385,ch6,1605,2460,ch7,1301,2602,ch8,1188,1809,ch9,31769,21023,ch10,31424,20385,ch11,32298,20706,t0, 0, t1, 0, t2, 0, t3, 0
15,110,BH1730,ch0,13863,7412,ch1,16663,10234,ch2,15714,9858,ch3,598,430,ch4,555,418,ch5,517,377,ch6,1197,1584,ch7,920,1513,ch8,837,1101,ch9,31109,20845,ch10,30669,19758,ch11,31687,20597,t0, 0, t1, 0, t2, 0, t3, 0
15,115,BH1730,ch0,17224,9423,ch1,19059,11216,ch2,17888,10723,ch3,579,417,ch4,556,414,ch5,512,373,ch6,540,491,ch7,486,521,ch8,493,552,ch9,30558,20348,ch10,29670,19951,ch11,30825,20350,t0, 0, t1, 0, t2, 0, t3, 0
15,120,BH1730,ch0,19546,10791,ch1,21044,12095,ch2,20135,11693,ch3,573,416,ch4,560,419,ch5,506,369,ch6,270,227,ch7,285,257,ch8,423,444,ch9,29569,19968,ch10,28814,19210,ch11,29532,19481,t0, 0, t1, 0, t2, 0, t3, 0
15,125,BH1730,ch0,21347,12644,ch1,22899,13745,ch2,22156,12883,ch3,564,409,ch4,544,409,ch5,490,358,ch6,253,216,ch7,299,257,ch8,380,329,ch9,28369,18547,ch10,27709,18125,ch11,28275,18420,t0, 0, t1, 0, t2, 0, t3, 0
15,130,BH1730,ch0,23550,14637,ch1,24676,15388,ch2,23878,14176,ch3,543,402,ch4,525,400,ch5,474,349,ch6,280,229,ch7,333,278,ch8,389,315,ch9,26917,17331,ch10,26295,16604,ch11,26486,17206,t0, 0, t1, 0, t2, 0, t3, 0
15,135,BH1730,ch0,25438,15958,ch1,25757,16208,ch2,25223,15173,ch3,592,437,ch4,509,395,ch5,458,346,ch6,311,245,ch7,364,291,ch8,403,318,ch9,25536,16719,ch10,24816,15899,ch11,24835,15922,t0, 0, t1, 0, t2, 0, t3, 0
15,140,BH1730,ch0,26896,16828,ch1,27004,17158,ch2,27183,16600,ch3,696,509,ch4,459,364,ch5,411,321,ch6,349,268,ch7,391,302,ch8,426,325,ch9,23827,15412,ch10,22897,14931,ch11,22794,14940,t0, 0, t1, 0, t2, 0, t3, 0
15,145,BH1730,ch0,28043,17590,ch1,28483,18477,ch2,28845,17610,ch3,602,486,ch4,400,322,ch5,381,299,ch6,390,292,ch7,419,318,ch8,455,344,ch9,22025,14477,ch10,20784,13593,ch11,20420,13042,t0, 0, t1, 0, t2, 0, t3, 0
15,150,BH1730,ch0,29268,18143,ch1,29899,19103,ch2,29977,18215,ch3,654,571,ch4,488,407,ch5,567,477,ch6,428,317,ch7,441,331,ch8,484,365,ch9,19998,12891,ch10,18583,12359,ch11,18140,11080,t0, 0, t1, 0, t2, 0, t3, 0
15,155,BH1730,ch0,30415,18933,ch1,30740,19812,ch2,30878,18526,ch3,905,918,ch4,773,843,ch5,886,902,ch6,464,340,ch7,466,347,ch8,499,373,ch9,17958,11379,ch10,16280,10898,ch11,15575,9446,t0, 0, t1, 0, t2, 0, t3, 0
15,160,BH1730,ch0,31063,19925,ch1,31414,19876,ch2,31292,18282,ch3,1147,1458,ch4,1058,1449,ch5,1364,1508,ch6,491,358,ch7,495,365,ch8,508,376,ch9,15704,9782,ch10,14027,9629,ch11,12177,7423,t0, 0, t1, 0, t2, 0, t3, 0
15,165,BH1730,ch0,31177,20716,ch1,31979,20389,ch2,31536,18763,ch3,1366,1789,ch4,1332,2530,ch5,1753,2597,ch6,514,375,ch7,519,379,ch8,516,381,ch9,13433,8457,ch10,11482,8367,ch11,2648,2182,t0, 0, t1, 0, t2, 0, t3, 0
15,170,BH1730,ch0,31416,20479,ch1,32208,20792,ch2,31558,19263,ch3,1553,1816,ch4,2107,2473,ch5,2877,2765,ch6,535,389,ch7,540,390,ch8,526,387,ch9,11260,7515,ch10,9287,7097,ch11,1115,1065,t0, 0, t1, 0, t2, 0, t3, 0
15,175,BH1730,ch0,31272,20607,ch1,32232,21296,ch2,31708,20051,ch3,1606,1841,ch4,3567,3260,ch5,4491,3993,ch6,552,403,ch7,560,400,ch8,551,401,ch9,9110,6561,ch10,7260,5690,ch11,989,972,t0, 0, t1, 0, t2, 0, t3, 0
15,180,BH1730,ch0,31157,20443,ch1,32114,20848,ch2,31579,19863,ch3,1473,1536,ch4,5357,4801,ch5,6257,5295,ch6,562,411,ch7,575,410,ch8,569,411,ch9,6985,5615,ch10,5294,4498,ch11,1134,1142,t0, 0, t1, 0, t2, 0, t3, 0
20,-180,BH1730,ch0,32372,21240,ch1,33232,21735,ch2,32895,20360,ch3,2086,2361,ch4,8289,6594,ch5,8694,6854,ch6,537,396,ch7,555,397,ch8,518,381,ch9,9012,7014,ch10,7636,5979,ch11,1670,1825,t0, 0, t1, 0, t2, 0, t3, 0
20,-175,BH1730,ch0,31913,21076,ch1,32919,21586,ch2,32677,19785,ch3,2164,2266,ch4,10221,7537,ch5,10380,7596,ch6,537,401,ch7,560,401,ch8,531,391,ch9,7187,6160,ch10,6041,5171,ch11,1816,2109,t0, 0, t1, 0, t2, 0, t3, 0
20,-170,BH1730,ch0,31792,21220,ch1,32710,21131,ch2,32403,19764,ch3,3016,2936,ch4,12614,8826,ch5,12545,8675,ch6,540,404,ch7,564,404,ch8,537,398,ch9,5152,5025,ch10,4283,4423,ch11,1942,2530,t0, 0, t1, 0, t2, 0, t3, 0
20,-165,BH1730,ch0,31526,20975,ch1,32247,21277,ch2,31870,19586,ch3,13526,7821,ch4,15137,10265,ch5,14955,9541,ch6,536,401,ch7,557,402,ch8,531,397,ch9,3359,4142,ch10,2804,3737,ch11,2036,2859,t0, 0, t1, 0, t2, 0, t3, 0
20,-160,BH1730,ch0,31126,21056,ch1,31908,20999,ch2,31235,19971,ch3,17705,9804,ch4,17574,11402,ch5,17235,10376,ch6,532,401,ch7,545,397,ch8,514,387,ch9,2381,3493,ch10,1950,3119,ch11,1651,2895,t0, 0, t1, 0, t2, 0, t3, 0
20,-155,BH1730,ch0,30356,20108,ch1,31086,20200,ch2,30363,19310,ch3,20676,11439,ch4,19779,12225,ch5,19402,11489,ch6,518,394,ch7,524,387,ch8,490,373,ch9,1919,2934,ch10,1620,2675,ch11,1402,2584,t0, 0, t1, 0, t2, 0, t3, 0
20,-150,BH1730,ch0,29710,19082,ch1,30346,19661,ch2,29367,18336,ch3,22850,13495,ch4,21905,13555,ch5,21742,12927,ch6,505,387,ch7,507,375,ch8,469,361,ch9,1587,1889,ch10,1360,1671,ch11,1273,1644,t0, 0, t1, 0, t2, 0, t3, 0
20,-145,BH1730,ch0,28684,18198,ch1,29407,18741,ch2,28279,17451,ch3,24752,15107,ch4,23963,14621,ch5,23887,14535,ch6,482,372,ch7,482,360,ch8,440,343,ch9,1266,1307,ch10,1102,1139,ch11,1111,1289,t0, 0, t1, 0, t2, 0, t3, 0
20,-140,BH1730,ch0,27567,17400,ch1,27923,17563,ch2,26621,16751,ch3,26480,16463,ch4,25869,15505,ch5,25916,16100,ch6,506,395,ch7,455,348,ch8,416,328,ch9,820,646,ch10,881,724,ch11,933,854,t0, 0, t1, 0, t2, 0, t3, 0
20,-135,BH1730,ch0,26195,16269,ch1,26317,16726,ch2,24804,15559,ch3,27654,17840,ch4,27649,16685,ch5,27409,17194,ch6,745,568,ch7,457,364,ch8,420,333,ch9,558,405,ch10,715,516,ch11,721,552,t0, 0, t1, 0, t2, 0, t3, 0
20,-130,BH1730,ch0,24468,15136,ch1,24527,15757,ch2,22918,13901,ch3,29088,18816,ch4,29262,17692,ch5,28751,17721,ch6,885,814,ch7,594,488,ch8,504,392,ch9,384,305,ch10,464,343,ch11,425,340,t0, 0, t1, 0, t2, 0, t3, 0
20,-125,BH1730,ch0,22426,13755,ch1,22716,13878,ch2,20899,12373,ch3,30564,19615,ch4,30653,18559,ch5,29560,18907,ch6,1022,1211,ch7,933,880,ch8,766,596,ch9,384,300,ch10,367,284,ch11,378,301,t0, 0, t1, 0, t2, 0, t3, 0
20,-120,BH1730,ch0,20338,13026,ch1,20992,12297,ch2,18794,10926,ch3,31301,20313,ch4,31799,19760,ch5,30485,19866,ch6,1147,1483,ch7,1296,1610,ch8,1302,1282,ch9,392,306,ch10,388,296,ch11,396,310,t0, 0, t1, 0, t2, 0, t3, 0
20,-115,BH1730,ch0,18240,12373,ch1,19215,10895,ch2,16793,9412,ch3,32457,20496,ch4,32678,20752,ch5,31560,21282,ch6,1349,2202,ch7,1484,2830,ch8,1741,2965,ch9,412,318,ch10,412,310,ch11,423,326,t0, 0, t1, 0, t2, 0, t3, 0
20,-110,BH1730,ch0,16094,11741,ch1,17139,10175,ch2,14417,8004,ch3,32726,20702,ch4,33307,21475,ch5,31982,21745,ch6,1627,3091,ch7,1684,3371,ch8,2191,3578,ch9,439,334,ch10,433,321,ch11,448,340,t0, 0, t1, 0, t2, 0, t3, 0
20,-105,BH1730,ch0,13931,10674,ch1,14862,9431,ch2,11733,6567,ch3,33325,20907,ch4,33806,21533,ch5,32132,21744,ch6,2260,3308,ch7,2485,3879,ch8,3032,4076,ch9,477,356,ch10,451,328,ch11,467,349,t0, 0, t1, 0, t2, 0, t3, 0
20,-100,BH1730,ch0,11977,9283,ch1,12611,8247,ch2,4349,3392,ch3,33381,20824,ch4,34124,21675,ch5,32454,21063,ch6,2416,3157,ch7,4068,4646,ch8,4709,4975,ch9,519,381,ch10,470,338,ch11,485,358,t0, 0, t1, 0, t2, 0, t3, 0
20,-95,BH1730,ch0,10111,8221,ch1,10507,7202,ch2,1597,1546,ch3,33271,20966,ch4,34299,21949,ch5,32568,20961,ch6,2114,2389,ch7,5934,5436,ch8,6639,5869,ch9,549,402,ch10,492,353,ch11,493,365,t0, 0, t1, 0, t2, 0, t3, 0
20,-90,BH1730,ch0,8402,7031,ch1,8449,6258,ch2,1490,1612,ch3,32996,20772,ch4,34212,21740,ch5,32800,21175,ch6,1924,2073,ch7,8049,6310,ch8,8745,6834,ch9,566,413,ch10,519,369,ch11,495,365,t0, 0, t1, 0, t2, 0, t3, 0
20,-85,BH1730,ch0,6900,5877,ch1,6474,5438,ch2,1634,1944,ch3,32463,21211,ch4,34096,21284,ch5,32822,21310,ch6,1913,1911,ch7,10318,7332,ch8,10958,7969,ch9,572,419,ch10,541,382,ch11,498,365,t0, 0, t1, 0, t2, 0, t3, 0
20,-80,BH1730,ch0,5219,5018,ch1,4650,4615,ch2,1843,2630,ch3,32196,21274,ch4,33769,21351,ch5,32312,21765,ch6,2633,2597,ch7,12635,8578,ch8,13191,9343,ch9,572,422,ch10,548,387,ch11,507,370,t0, 0, t1, 0, t2, 0, t3, 0
20,-75,BH1730,ch0,3545,4075,ch1,3091,3830,ch2,2389,3192,ch3,31889,20358,ch4,33216,21819,ch5,31639,20941,ch6,11718,6735,ch7,14935,9921,ch8,15659,10404,ch9,561,415,ch10,540,382,ch11,518,378,t0, 0, t1, 0, t2, 0, t3, 0
20,-70,BH1730,ch0,2156,3290,ch1,1885,3145,ch2,1718,2944,ch3,31418,19670,ch4,32519,21204,ch5,30842,20313,ch6,15735,8659,ch7,17176,11237,ch8,17946,11387,ch9,549,411,ch10,527,376,ch11,516,379,t0, 0, t1, 0, t2, 0, t3, 0
20,-65,BH1730,ch0,1587,2767,ch1,1463,2709,ch2,1356,2658,ch3,30593,19444,ch4,31606,20600,ch5,29977,19421,ch6,18725,10501,ch7,19268,12655,ch8,20104,12266,ch9,544,416,ch10,512,376,ch11,508,377,t0, 0, t1, 0, t2, 0, t3, 0
20,-60,BH1730,ch0,1205,1539,ch1,1107,1592,ch2,1171,1737,ch3,29533,18854,ch4,30645,19324,ch5,29078,18423,ch6,20935,12507,ch7,21311,13979,ch8,21966,13563,ch9,539,420,ch10,497,372,ch11,500,376,t0, 0, t1, 0, t2, 0, t3, 0
20,-55,BH1730,ch0,769,754,ch1,697,626,ch2,1002,1345,ch3,28083,18842,ch4,29345,18714,ch5,27789,17456,ch6,22803,14153,ch7,23218,15147,ch8,23797,14712,ch9,560,437,ch10,481,366,ch11,496,381,t0, 0, t1, 0, t2, 0, t3, 0
20,-50,BH1730,ch0,502,404,ch1,390,328,ch2,875,688,ch3,26469,17437,ch4,27996,18088,ch5,26164,16468,ch6,24764,15387,ch7,24595,16482,ch8,25608,16193,ch9,918,617,ch10,485,372,ch11,570,427,t0, 0, t1, 0, t2, 0, t3, 0
20,-45,BH1730,ch0,383,293,ch1,340,275,ch2,552,386,ch3,24753,16459,ch4,26460,16788,ch5,24604,15423,ch6,26444,16963,ch7,26042,17224,ch8,27230,17652,ch9,1117,779,ch10,601,451,ch11,741,550,t0, 0, t1, 0, t2, 0, t3, 0
20,-40,BH1730,ch0,356,278,ch1,364,286,ch2,398,293,ch3,23193,15335,ch4,24926,15949,ch5,23201,14703,ch6,27933,18326,ch7,27663,18332,ch8,28865,18416,ch9,1177,970,ch10,847,649,ch11,997,792,t0, 0, t1, 0, t2, 0, t3, 0
20,-35,BH1730,ch0,382,293,ch1,394,303,ch2,393,290,ch3,21207,14246,ch4,23472,14806,ch5,21272,13508,ch6,29426,19239,ch7,29030,19488,ch8,30133,19109,ch9,1299,1284,ch10,1148,1100,ch11,1312,1287,t0, 0, t1, 0, t2, 0, t3, 0
20,-30,BH1730,ch0,401,305,ch1,419,318,ch2,412,300,ch3,18877,12630,ch4,21317,13507,ch5,19358,11868,ch6,30085,19640,ch7,30260,20332,ch8,31311,19998,ch9,1463,1698,ch10,1366,1594,ch11,1638,1772,t0, 0, t1, 0, t2, 0, t3, 0
20,-25,BH1730,ch0,422,319,ch1,440,332,ch2,437,313,ch3,16723,11163,ch4,18953,12043,ch5,17086,10258,ch6,31005,20540,ch7,31673,21097,ch8,32812,20549,ch9,1529,2675,ch10,1569,2515,ch11,2011,2749,t0, 0, t1, 0, t2, 0, t3, 0
20,-20,BH1730,ch0,448,339,ch1,452,339,ch2,453,322,ch3,14650,10020,ch4,16571,10499,ch5,14267,8434,ch6,31448,20779,ch7,32521,21010,ch8,33492,21222,ch9,1777,3030,ch10,1839,2967,ch11,2487,3630,t0, 0, t1, 0, t2, 0, t3, 0
20,-15,BH1730,ch0,478,362,ch1,455,340,ch2,450,320,ch3,12628,9014,ch4,14280,9351,ch5,9586,6077,ch6,32077,21143,ch7,33022,21388,ch8,33618,21347,ch9,2153,2703,ch10,2822,3530,ch11,3340,4309,t0, 0, t1, 0, t2, 0, t3, 0
20,-10,BH1730,ch0,476,361,ch1,451,338,ch2,432,308,ch3,10502,7897,ch4,12028,8204,ch5,2000,1972,ch6,32279,21296,ch7,33136,21124,ch8,33950,21271,ch9,2081,2510,ch10,4701,4394,ch11,5045,5317,t0, 0, t1, 0, t2, 0, t3, 0
20,-5,BH1730,ch0,442,337,ch1,451,337,ch2,446,316,ch3,8585,6830,ch4,9900,6962,ch5,1614,1591,ch6,32389,21209,ch7,33249,21364,ch8,33815,21941,ch9,1960,2244,ch10,6767,5335,ch11,6886,6198,t0, 0, t1, 0, t2, 0, t3, 0
20,0,BH1730,ch0,462,351,ch1,476,353,ch2,494,347,ch3,6713,5851,ch4,7844,5926,ch5,1638,1768,ch6,32246,20745,ch7,33154,21219,ch8,34029,21731,ch9,1759,1831,ch10,8818,6190,ch11,8734,6941,t0, 0, t1, 0, t2, 0, t3, 0
20,5,BH1730,ch0,497,376,ch1,573,418,ch2,546,379,ch3,5022,5105,ch4,5770,5028,ch5,1790,2096,ch6,32278,21144,ch7,33089,21572,ch8,33637,21729,ch9,1719,1685,ch10,10892,7164,ch11,10586,7805,t0, 0, t1, 0, t2, 0, t3, 0
20,10,BH1730,ch0,561,421,ch1,589,430,ch2,562,388,ch3,3510,4233,ch4,3935,4226,ch5,1862,2535,ch6,31735,21015,ch7,32711,21268,ch8,33111,21740,ch9,1955,1829,ch10,13225,8428,ch11,12424,8964,t0, 0, t1, 0, t2, 0, t3, 0
20,15,BH1730,ch0,576,432,ch1,588,433,ch2,561,387,ch3,2604,3698,ch4,2435,3564,ch5,1774,2658,ch6,31092,20859,ch7,32371,21223,ch8,32901,20921,ch9,4739,3345,ch10,15499,9519,ch11,14542,9970,t0, 0, t1, 0, t2, 0, t3, 0
20,20,BH1730,ch0,582,437,ch1,574,424,ch2,543,377,ch3,2153,3272,ch4,1696,3061,ch5,1448,2697,ch6,30500,20672,ch7,31653,20903,ch8,32308,21014,ch9,15113,8409,ch10,17531,10661,ch11,16820,11058,t0, 0, t1, 0, t2, 0, t3, 0
20,25,BH1730,ch0,645,473,ch1,646,469,ch2,565,393,ch3,1762,2453,ch4,1419,2243,ch5,1258,2101,ch6,30137,20074,ch7,31338,20355,ch8,31696,20773,ch9,18665,10357,ch10,19807,11912,ch11,19114,11697,t0, 0, t1, 0, t2, 0, t3, 0
20,30,BH1730,ch0,528,399,ch1,513,385,ch2,463,331,ch3,1476,1583,ch4,1138,1433,ch5,1067,1329,ch6,29121,20051,ch7,30025,19748,ch8,30365,20268,ch9,21064,11992,ch10,21760,13051,ch11,21216,12156,t0, 0, t1, 0, t2, 0, t3, 0
20,35,BH1730,ch0,520,393,ch1,511,384,ch2,458,328,ch3,1235,1166,ch4,921,905,ch5,884,907,ch6,28318,18523,ch7,28892,18530,ch8,28901,19409,ch9,23008,13752,ch10,23701,14662,ch11,23374,13050,t0, 0, t1, 0, t2, 0, t3, 0
20,40,BH1730,ch0,625,446,ch1,512,390,ch2,455,329,ch3,944,751,ch4,675,558,ch5,722,585,ch6,27459,18024,ch7,27577,17792,ch8,27326,18209,ch9,25061,15279,ch10,25661,16031,ch11,25371,14335,t0, 0, t1, 0, t2, 0, t3, 0
20,45,BH1730,ch0,832,597,ch1,514,401,ch2,490,357,ch3,630,465,ch4,457,368,ch5,483,387,ch6,26036,16842,ch7,26105,16248,ch8,25756,17042,ch9,26832,16392,ch10,27312,17157,ch11,27059,16026,t0, 0, t1, 0, t2, 0, t3, 0
20,50,BH1730,ch0,1109,983,ch1,597,477,ch2,687,510,ch3,409,309,ch4,360,295,ch5,401,311,ch6,24532,15778,ch7,24602,15636,ch8,24028,15898,ch9,28360,17891,ch10,28870,17981,ch11,28668,17527,t0, 0, t1, 0, t2, 0, t3, 0
20,55,BH1730,ch0,1317,1619,ch1,961,846,ch2,1107,883,ch3,380,289,ch4,373,297,ch5,395,302,ch6,22914,15080,ch7,22871,14670,ch8,21889,13901,ch9,29843,19122,ch10,29874,18564,ch11,30205,18298,t0, 0, t1, 0, t2, 0, t3, 0
20,60,BH1730,ch0,1527,2293,ch1,1428,2019,ch2,1585,2304,ch3,411,310,ch4,397,313,ch5,419,316,ch6,21047,13863,ch7,21183,13580,ch8,19839,12285,ch9,31302,20412,ch10,31030,19537,ch11,31507,19081,t0, 0, t1, 0, t2, 0, t3, 0
20,65,BH1730,ch0,1690,3113,ch1,1910,3198,ch2,2093,3297,ch3,454,336,ch4,425,329,ch5,438,325,ch6,18963,12532,ch7,19131,12339,ch8,17626,10408,ch9,32343,20853,ch10,31786,19997,ch11,32520,19786,t0, 0, t1, 0, t2, 0, t3, 0
20,70,BH1730,ch0,2114,3362,ch1,2402,3583,ch2,2741,3751,ch3,487,355,ch4,461,350,ch5,454,331,ch6,16964,11254,ch7,17223,11377,ch8,14932,8765,ch9,33140,20999,ch10,32400,20285,ch11,33315,20470,t0, 0, t1, 0, t2, 0, t3, 0
20,75,BH1730,ch0,3075,3775,ch1,3592,4324,ch2,4000,4550,ch3,518,368,ch4,503,376,ch5,469,337,ch6,14995,10213,ch7,15095,10098,ch8,11916,7218,ch9,33440,21256,ch10,33165,21017,ch11,33789,20956,t0, 0, t1, 0, t2, 0, t3, 0
20,80,BH1730,ch0,2652,3332,ch1,5244,5094,ch2,5602,5431,ch3,546,387,ch4,541,398,ch5,503,360,ch6,12716,9156,ch7,12699,8786,ch8,3511,3467,ch9,33579,21893,ch10,33481,21139,ch11,33864,21762,t0, 0, t1, 0, t2, 0, t3, 0
20,85,BH1730,ch0,2303,2439,ch1,7274,5892,ch2,7466,6082,ch3,557,395,ch4,559,411,ch5,535,380,ch6,10631,8196,ch7,10510,7751,ch8,1841,1905,ch9,33910,22216,ch10,33676,21065,ch11,34174,21932,t0, 0, t1, 0, t2, 0, t3, 0
